Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
Crédit Agricole du Maroc;Kenitra;Crédit agricole;6CVX+8RJ, P4268, Kénitra;1,0;Maltraitance et ne pas considérer le client sauf si vous faites partie de ses connaissances. La direction du crédit agricole doit reconsidérer le traitement de ses employés, notamment des femmes, car le traitement est le plus bas.;il y a 5 mois
Crédit Agricole du Maroc;Kenitra;Crédit agricole;6CVX+8RJ, P4268, Kénitra;1,0;La pire banque de tous les temps;il y a 7 mois
Crédit Agricole du Maroc;Kenitra;Crédit Agricole;7C9Q+973, Kénitra;2,5;Banque CA;il y a 7 ans
Crédit Agricole du Maroc;Kenitra;Agence Principale Crédit Agricole Du Maroc;7C57+H7H, Kenitra;3,0;Peu professionnel, très lent et toujours au service de ses proches auprès des clients qui attendent à la banque;il y a un an
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;J’ai eu une très mauvaise expérience avec cette banque. Même le service est plein de mensonges. Il n’y a qu’une seule personne qui travaille, et le pire, c’est qu’on ne trouve personne d’autre, sauf le garde de sécurité pendant les heures …;il y a 4 mois
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;Tres mauvaise experience,j'ai fait un retrait du guichet,et j'etais pas servi sachant que la somme a ete retirée de mon compte sur l'application et quand je me suis adressé au responsable aucune reaction aucune aide, des gens irresponsables;il y a 3 mois
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;Le guichet automatique du Crédit du maroc ville nouvelle est le plus indisponible que j'ai jamais vu.;il y a un an
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;agence CDM ville nouvelle est l'une des meilleurs agences à Safi, service a la hauteur. personnel accueillant.;il y a 7 ans
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;L'adresse indiquée a l'air juste mais l'emplacement sur la carte est totalement faux.;il y a 2 ans
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;Une faux adresse;il y a 5 ans
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;Très moyen;il y a 3 ans
Crédit Agricole du Maroc;Safi;Crédit du Maroc;Angle rue Ahmed Taib Benhima et rue Driss Ben Abdellah, Safi 20000;2,5;bon service;il y a 5 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricoleالقرض الفلاحي;7F2W+VFQ, Av. Hassan II, El Jadida;1,6;L'employé qui travaille a la caisse ne respecte pas les clients;il y a un an
Crédit Agricole du Maroc;El Jadida;Crédit Agricoleالقرض الفلاحي;7F2W+VFQ, Av. Hassan II, El Jadida;1,6;Mauvaise servise;il y a 5 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricoleالقرض الفلاحي;7F2W+VFQ, Av. Hassan II, El Jadida;1,6;"Une banque qui aide aux opérations frauduleuses
Je parle spécifiquement de cette banque
Faites attention à ne pas traiter avec lui ou ses clients";il y a 2 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricoleالقرض الفلاحي;7F2W+VFQ, Av. Hassan II, El Jadida;1,6;Agence de crédit agricole;il y a 7 ans
Crédit Agricole du Maroc;El Jadida;القرض الفلاحي Crédit Agricole;N1, الطريق الوطنية رقم 1، El Jadida;4,5;C'est une agence du Crédit agricole;il y a 4 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricole;6GH4+5H9, El Jadida;3,3;C'est une agence de la Crédit agricole;il y a 4 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricole;6FPG+QCV, El Jadida;4,3;C'est une agence bancaire du Crédit Agricole.;il y a 4 ans
Crédit Agricole du Maroc;El Jadida;Crédit Agricole القرض الفلاحي;6FWJ+FF2, El Jadida;3,4;Le guichet automatique est resté hors service pendant sept jours et lorsque j'ai demandé à l'employée de me remettre l'argent manuellement, elle a refusé.;il y a 6 mois
Crédit Agricole du Maroc;El Jadida;Crédit Agricole القرض الفلاحي;6FWJ+FF2, El Jadida;3,4;Un bon partenaire;il y a 8 mois
Crédit Agricole du Maroc;El Jadida;Crédit Agricole القرض الفلاحي;6FWJ+FF2, El Jadida;3,4;Bon service et gens formidables dans cette succursale;il y a 3 ans
Crédit Agricole du Maroc;El Jadida;Crédit du Maroc;Résidence Najmat Aljanoub, Imm. B, Quartier Phare, El Jadida 20000;4,0;Génial;il y a un an
Crédit Agricole du Maroc;El Jadida;Crédit du Maroc;Boulevard Bir Anzarane, Route de Marrakech, El Jadida 20000;3,8;Service nul, agents quasiment jamais disponibles, on attend depuis des heures personne n'es la !! Une honte.;il y a un an
Crédit Agricole du Maroc;El Jadida;Crédit du Maroc;Boulevard Bir Anzarane, Route de Marrakech, El Jadida 20000;3,8;Mauvaise service;il y a 2 ans
Crédit Agricole du Maroc;El Jadida;Crédit du Maroc;Boulevard Bir Anzarane, Route de Marrakech, El Jadida 20000;3,8;C'est une agence du Crédit du Maroc;il y a 4 ans
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;Bien manque de par voiture;il y a 4 ans
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;Parfait;il y a un an
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;Le personnel est au même niveau, mais le problème de l'encombrement persiste;il y a un an
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;"Le directeur d'agence est une personne humble et serviable
Les employés de la banque sont joyeux et serviables
Tout mon respect à eux";il y a 2 ans
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;Je veux un numéro pour cette agence, où pouvons-nous le trouver ? Pourquoi ne pouvons-nous pas aller chez eux ?;il y a 3 ans
Crédit Agricole du Maroc;Errachidia;Crédit Agricole;WHMG+6RG, Errachidia;4,6;Une agence bancaire avec du personnel qualifié et accueillant;il y a un an
Crédit Agricole du Maroc;Errachidia;Crédit agricole du Maroc;WHH4+MF5، شارع محمد السادس, Errachidia;4,5;Merci, Youssef, pour votre aimable traitement et votre travail discipliné;il y a 10 mois
Crédit Agricole du Maroc;Errachidia;Crédit agricole du Maroc;WHH4+MF5، شارع محمد السادس, Errachidia;4,5;Il est situé rue Mohammed VI Targa;il y a 6 ans
Crédit Agricole du Maroc;Errachidia;Crédit agricole Ibn tachfin Errachidia;WHMC+3PC, Rue Targa, Errachidia;2,0;Service très nul;il y a 4 ans
Crédit Agricole du Maroc;Errachidia;Crédit agricole Ibn tachfin Errachidia;WHMC+3PC, Rue Targa, Errachidia;2,0;service zéro 👎 …;il y a un an
Crédit Agricole du Maroc;Errachidia;Crédit agricole Ibn tachfin Errachidia;WHMC+3PC, Rue Targa, Errachidia;2,0;Banque agricole;il y a 7 ans
Crédit Agricole du Maroc;Errachidia;Crédit agricole Ibn tachfin Errachidia;WHMC+3PC, Rue Targa, Errachidia;2,0;Zéro;il y a un an
Crédit Agricole du Maroc;Nador;Crédit Agricole du Maroc;192 Bd SAKIA EL HAMRA, Nador 62010;4,0;Des services très excellents, un traitement haut de gamme et des employés respectables. Un grand merci à eux tous pour avoir toujours été aussi accueillants.;il y a un an
Crédit Agricole du Maroc;Settat;Inconnu;Inconnu;0;L agence boulevard Hassan 2ne répond malheureusement pas aux appels téléphoniques des clients sur le numéro affiché ,les responsables doivent mettre en place un service client disponible au moins pendant la période de l ouverture car on ne peut toujours pas aller à cette agence quand un problème se pose ,alors si cette soi disant boîte vocale est saturée videz la et soyez à l écoute de vos clients,mettez à leur disposition un numéro auquel vous répondez bon sang;il y a 4 ans
Crédit Agricole du Maroc;Settat;Inconnu;Inconnu;0;Al-Qard Al-Fellahi, Agence Settat, Hassan II, rue Hassan II, route de Marrakech.;il y a 4 ans
Crédit Agricole du Maroc;Settat;Crédit Agricole;7, N9, Settat;4,0;Une institution bancaire destinée spécifiquement aux agriculteurs;il y a un an
Crédit Agricole du Maroc;Settat;Crédit Agricole;X9VJ+JXP, Settat;3,3;un endroid calme,respectueux et plein de responsabilité;il y a 5 ans
Crédit Agricole du Maroc;Settat;Crédit Agricole;X9VJ+JXP, Settat;3,3;"Direction du Crédit Agricole - Settat

Une des pires expériences bancaires que j'ai jamais vécues. Tous les employés sont occupés au téléphone, sans aucun intérêt pour les clients ni respect du premier arrivé, premier servi. Le service est d'une lenteur inacceptable, tandis que les employés sont plongés dans des conversations parallèles, ignorant les besoins des clients.

Un simple dépôt prenait plus d'une demi-heure après des heures d'attente. Si je pouvais lui donner une étoile ou moins, je le ferais. Comme prévu, les plaintes ne sont ni les bienvenues ni prises au sérieux.

Traiter avec les clients est condescendant et irrespectueux, surtout avec les plus simples. Il n’y a aucune appréciation du temps, aucune efficacité dans le travail, tandis que le management est totalement absent. Si vous appréciez votre temps et recherchez un service professionnel et respectueux, évitez complètement cette succursale.";il y a un mois
Crédit Agricole du Maroc;Larache;Crédit Agricole;5RWW+GJ7, Larache;3,0;Guichet electronic mal fonction;il y a 7 ans
Crédit Agricole du Maroc;Larache;Crédit Agricole;5RWW+GJ7, Larache;3,0;Toujours un ordinateur ou un système qui ne fonctionne pas. Je ne recommande pas ce groupe ni cette banque, surtout la nouvelle agence Maroc;il y a 11 mois
Crédit Agricole du Maroc;Larache;Crédit Agricole;5RWW+GJ7, Larache;3,0;Je ne recommande pas cette agence;il y a un an
Crédit Agricole du Maroc;Larache;Crédit du Maroc;5RQV+CW9, Av. Khalid Ibn Walid, Larache;2,0;agence à éviter, manque de proffessionalisme, surtout la jeune femme chargée client.;il y a 11 mois
Crédit Agricole du Maroc;Larache;Crédit du Maroc;5RQV+CW9, Av. Khalid Ibn Walid, Larache;2,0;C'est la Bank Credit agricole pas Crédit du Maroc;il y a un an
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;"-personnel impoli et non professionnel de tout
-imaginez que je voulais faire un virement de 10000,00, le caissier demane 100dh ( tdwira)
-on a pas bcp de choix a ouarzazate et c est le siege regional, so faut s adapter a ce service lamentable";il y a 5 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;service scandaleux.;il y a 6 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;"Arnaque T M
Je voulais 100 % de frais de retrait
Donc prendre 1000mad coûterait 2000";il y a 2 mois
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Service très médiocre, il faut 3 heures rien que pour l'échange 💱 !! …;il y a 9 mois
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Très, très, très mauvais service, et l'employé de caisse perd beaucoup de temps à raconter des bêtises et à jouer sur son ordinateur et son téléphone. Baaaaz aux clients de cette banque;il y a un an
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Le pire service;il y a 2 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Le personnel est très sympathique;il y a 8 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Bonnes prestations;il y a 2 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Prêt agricole;il y a 7 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit Agricole;W3CM+46V, Av. Mohammed V, Ouarzazate 45000;2,7;Tooop;il y a un jour
Crédit Agricole du Maroc;Ouarzazate;Crédit du Maroc;Angle Bd Mohammed V et Bd Bir Anzarane - Cité Al Moukaouama, Ouarzazate 20000;4,0;La seule agence du Crédit du Maroc existente à  la ville de Ouarzazate. Généralement l'agence n ai pas bondée de gens.;il y a 7 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit du Maroc;Angle Bd Mohammed V et Bd Bir Anzarane - Cité Al Moukaouama, Ouarzazate 20000;4,0;Banque;il y a 7 ans
Crédit Agricole du Maroc;Ouarzazate;Crédit du Maroc;Angle Bd Mohammed V et Bd Bir Anzarane - Cité Al Moukaouama, Ouarzazate 20000;4,0;Super;il y a un an
Crédit Agricole du Maroc;Ouarzazate;Crédit du Maroc;Angle Bd Mohammed V et Bd Bir Anzarane - Cité Al Moukaouama, Ouarzazate 20000;4,0;ATM;il y a un an
Crédit Agricole du Maroc;Mohammedia;Crédit Agricole, Mohammedia, Agence HASSAN II;MJV5+G9J, Bd Hassan II, Mohammédia;2,3;"Personne ne répond au téléphone j’appelle presque 10 fois par jours !!!
Satisfaction client 0.";il y a 2 ans
Crédit Agricole du Maroc;Mohammedia;Crédit Agricole;MJJ5+QWC, Bd Al Mokhtar Assoussi, Mohammédia;5,0;جيد ..... Bon;il y a 7 ans
Crédit Agricole du Maroc;Mohammedia;Crédit Agricole, Agence Entreprises, Mohammedia.;MJW5+7G2, Bd Mohammed V, Mohammédia;4,2;Al-Qard Al-Falahi, Agence Contractante, Mohammedia, rue Mohammed V, à proximité de la Clinique Fedala.;il y a 4 ans
Crédit Agricole du Maroc;Mohammedia;Crédit Agricoleالقرض الفلاحي;MJH8+X39, Bd de Riyad, Mohammédia;4,2;un acueil de qualite. un personnel courtois et subtil;il y a 4 ans
Crédit Agricole du Maroc;Mohammedia;Crédit Agricoleالقرض الفلاحي;MJH8+X39, Bd de Riyad, Mohammédia;4,2;Bon service banquire;il y a 7 ans
Crédit Agricole du Maroc;Mohammedia;Crédit Agricoleالقرض الفلاحي;MJH8+X39, Bd de Riyad, Mohammédia;4,2;Personnel super sympa ❤️❤️❤️❤️❤️;il y a 7 mois
Crédit Agricole du Maroc;Mohammedia;Crédit Agricoleالقرض الفلاحي;MJH8+X39, Bd de Riyad, Mohammédia;4,2;Veuillez prêter plus d'attention à la réception des clients;il y a 7 ans
Crédit Agricole du Maroc;Taza;Crédit du Maroc;Boulevard Allal Ben Abdellah, Taza 20000;2,5;Service de merdee;il y a 7 ans
Crédit Agricole du Maroc;Taza;Crédit du Maroc;Boulevard Allal Ben Abdellah, Taza 20000;2,5;Service médiocre;il y a 7 ans
Crédit Agricole du Maroc;Taza;Crédit du Maroc;Boulevard Allal Ben Abdellah, Taza 20000;2,5;Il y a une pharmacie à cet endroit, et il n'y a pas de banque même à proximité;il y a 6 ans
Crédit Agricole du Maroc;Taza;CREDIT DU MAROC;6XJR+9QR, Taza;1,0;Service a fuir;il y a un an
Crédit Agricole du Maroc;Taourirt;Crédit Agricole;C464+F85, Taourirt;3,0;Bien localisé;il y a 7 ans
Crédit Agricole du Maroc;Ksar El Kebir;Crédit Agricole;Banque Crédit Agricole, R410, Ksar El-Kébir, Tanger-Tétouan;3,4;Une station sécurisée en interne... en externe, Dieu sait mieux;il y a 7 ans
Crédit Agricole du Maroc;Ksar El Kebir;Crédit Agricole;Banque Crédit Agricole, R410, Ksar El-Kébir, Tanger-Tétouan;3,4;Non;il y a 7 ans
Crédit Agricole du Maroc;Sidi Bennour;Crédit Agricole;JHWH+X7X, Sidi Bennour;5,0;Abderrahman Khalid;il y a 8 ans
Crédit Agricole du Maroc;Sidi Bennour;Crédit Agricole;JHWH+X7X, Sidi Bennour;5,0;😍 …;il y a 3 ans
Crédit Agricole du Maroc;Essaouira;Crédit Agricole;5 Av. Al Aqaba, Essaouira;4,7;Personnels très actifs excellent service;il y a un an
Crédit Agricole du Maroc;Essaouira;Crédit Agricole;5 Av. Al Aqaba, Essaouira;4,7;Très bon guichet automatique, langue anglaise disponible. Frais de retrait 30MAD;il y a un mois
Crédit Agricole du Maroc;Essaouira;Crédit Agricole;5 Av. Al Aqaba, Essaouira;4,7;Ce distributeur automatique a donné de l'argent à partir de la carte bancaire de Revolut et semblait assez fiable à utiliser 👍 …;il y a 2 minutes
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;Très bonne banque,service de qualité,Monsieur Karim le directeur et accessible et  de très bon conseil rien a redire Merci .;il y a un an
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;ok 🐢, est-ce que tu peux être plus lente ? …;il y a 3 ans
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;Guichet est rarement à sec;il y a 7 ans
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;Le service est mauvais, il m'a fallu 2 heures pour retirer de l'argent. Les gens là-bas ne sont pas professionnels;il y a 3 ans
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;Commission de 20 MAD sur retrait mais meilleur taux.;il y a 5 ans
Crédit Agricole du Maroc;Essaouira;Crédit Agricoleالقرض الفلاحي;G62R+MGP, Rue Senhaja, Essaouira;3,0;Le guichet automatique est actuellement fermé pour travaux de maintenance !;il y a 7 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;"Update : Faites attention, la machine peut manger ta carte, mais tu peux la récupérer une fois la banque ouverte.

Meilleur taux de change, seulement 22 MAD de frais de retrait (bien pour les touristes), par contre la machine est en pause clope 1 fois sur 2, si ça ne fonctionne pas la première fois, faites un tour au port (pendant 15min +-) et puis revenez. À part ça c’est top 👍";il y a 6 mois
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Guichet indisponible le 21.09.2013;il y a 11 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Bonne service;il y a 4 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Le meilleur à Essaouira. Seulement 22 dirhams de frais pour les étrangers qui retirent de l'argent;il y a un an
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Je ne recommande pas d'utiliser ce guichet automatique. Après avoir obtenu le code et le montant, il a craché ma carte sans donner d'argent. L'argent a cependant été déduit de mon compte.;il y a 12 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Le système est toujours en panne, puis ils vous demandent de vous rendre dans leur deuxième agence et vous payez 30 dirhams de frais supplémentaires en raison du dysfonctionnement du système.;il y a 3 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Expérience fluide. Le maximum que vous pouvez retirer est de 2000;il y a 5 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Moi aussi, quand il s'agit d'échange, ils t'ont donné moins que d'autres endroits;il y a 11 ans
Crédit Agricole du Maroc;Essaouira;Inconnu;Inconnu;0;Le guichet automatique ne fonctionnait pas;il y a 2 ans
